,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
71,-0.9784,-1,0.4614,-0.9876,-1,0.8126,-0.5192,-1,0.8504,0.2619,-0.4884,-0.155,0.3592,-0.1302,-0.703,-1,0.658,-0.689,-1,0.7612,-0.935,-1,-0.1756,0.0129999999999999,-0.4924,-1,-0.2658,-0.2884,0.0072000000000001,-1,0.7052,0.2162,0.3868,-0.6358,-0.1002,0.0389999999999999,0.1286,0.0920000000000001,0.2562,0.1254,0.4534,-1,-1,-0.4864,-0.1872,-0.141,0.1522,-0.1984,-0.0328000000000001,-0.8324,-0.0318000000000001,-0.1112,-0.419,-0.9736,-0.964,-0.9906,-1,-1,-0.951,-0.5872,-0.921,-0.9758,-1,-1,-0.294,-0.494,-0.4928,-0.4846,-0.4866,-0.9594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,-0.5544,1,-1,-0.147,1,0.2226,-0.1432,1,0.9188,-1,-1,0.4236,0.7152,-1,-0.6068,1,-0.9876,-0.1346,1,-0.00700000000000001,0.5168,1,-1,-1,-1,-1,-1,-1,0.7258,1,-1,-1,0.0407999999999999,-1,-1,-1,-1,-1,0.7282,0.7942,-1,0.967,-1,-1,0.5094,-1,-1,-1,0.7064,-0.2556,-1,-1,-1,-1,-0.6956,0.9954,1,-0.5498,1,0.912,0.1532,-0.3964,1,1,0.5854,0.6786,-1,0.6776,-1,-0.0664,0.2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,-0.308,0.9988,0.3792,0.186,0.9716,0.955,-0.2468,1,1,-1,0.649,-0.098,0.8582,0.5656,-0.506,1,0.9718,-0.0168,1,0.9692,0.5508,1,0.4578,0.2822,0.6462,-1,0.7032,0.6514,0.8886,1,0.809,0.6744,0.3382,0.5412,0.4522,0.847,0.1494,0.948,0.2616,0.994,0.7654,-0.6616,-1,0.6374,0.5588,0.5404,0.4778,0.5864,0.8466,0.556,-0.6264,-1,0.733,-1,-0.254,0.9998,1,-0.5876,1,0.7614,-0.096,-0.4026,0.999,0.8332,0.8122,0.6292,0.4266,0.6434,0.6486,-0.1906,0.393,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,-0.7488,0.92,0.2,-0.8304,0.9058,0.9942,-0.5546,0.9992,1,0.7484,-1,0.8596,0.9894,0.87,-0.7208,0.9936,1,-0.7118,-0.4774,1,-0.1794,0.9944,0.6912,0.875,-1,-1,0.2774,0.2588,0.9844,0.2156,0.9992,0.9664,0.9868,0.1382,0.732,0.9834,0.9628,0.9176,0.9962,0.7534,0.6196,0.9634,-1,-1,0.7332,0.647,0.8592,0.7606,0.773,0.5018,0.9874,0.8774,-1,-0.7708,0.0644,0.983,0.8846,-1,0.0371999999999999,1,-0.5798,-0.7682,0.032,0.632,0.411,0.5022,0.4214,0.5148,-1,0.0387999999999999,-0.9486,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,-1,1,-1,0.8836,1,0.9014,0.8944,1,1,-1,-1,-1,-1,-1,-1,1,0.5416,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.761,1,-1,-1,-1,-1,-1,-1,-1,-1,0.9634,0.991,-1,0.996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7066,1,1,-1,1,1,0.7744,-1,1,0.9916,-1,-1,-1,-1,-1,0.8912,-1,1,0.9968,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.5474,0.9236,0.5167,0.8516,0.9518,-0.00700000000000001,0.9382,0.9952,-0.9508,-1,0.2993,0.5222,-0.6772,-0.4096,0.852,0.9508,-0.1758,0.92,0.377,-0.9754,0.8898,0.8206,-0.5082,0.2758,0.2981,-1,-0.1082,-0.0872000000000001,-0.9736,0.9972,-0.9398,-0.3802,0.4572,0.5161,-0.3568,-0.9814,-0.8978,-0.8206,-0.5478,0.9972,0.5194,0.173,0.2952,0.3064,0.5194,-0.484,-0.6488,-0.5936,0.1122,-0.7786,-0.9498,-0.8856,0.512,0.7414,0.6274,0.4544,0.00760000000000005,0.5556,0.937,0.4862,0.856,0.4374,0.7744,-0.1154,0.5206,0.3036,0.097,0.2958,0.3025,0.7988,0.00960000000000005,-0.5398,0.6336,0.9956,0.7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,-0.143,1,-1,-0.6084,1,0.986,0.9886,1,1,-1,-1,0.9672,0.9894,0.7924,0.9538,0.996,0.9694,0.9696,1,1,-1,1,-1,0.9564,-1,-1,-1,-1,0.9762,0.9662,0.9838,0.8696,0.989,-1,0.5804,-1,-1,0.8346,0.9996,0.9858,0.8674,1,-1,-1,0.8482,0.6368,-1,-1,0.4966,0.014,-1,-1,-1,0.3092,-0.5768,-0.83,1,-1,0.9978,1,0.6136,0.564,0.9964,0.9936,-1,-1,0.423,-1,-1,0.2048,-1,1,1,0.9992,1,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,-0.7312,-0.369,0.3886,-0.343,0.8874,0.9998,0.6946,0.9986,1,-1,0.4094,0.8304,0.9886,0.9217,0.4376,0.9982,1,0.5776,0.071,1,0.2682,0.8578,0.7404,0.939,0.4114,-1,0.6574,0.6018,0.9978,0.9682,0.9996,0.9828,0.9956,0.624,0.9254,0.8198,0.9408,0.9496,0.9938,0.9818,0.9221,0.8482,-1,0.4186,0.8432,0.7998,0.9086,0.7388,0.939,-0.6072,0.9794,0.8316,0.6586,-1,0.1436,0.9972,0.8032,-0.9134,-0.2168,1,-0.5334,-0.4816,-0.5384,0.472,0.778,0.3992,0.8176,0.4092,0.408,-0.316,-0.837,1,1,-0.9146,1,0.9926,0.8928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.4584,1,-1,0.9168,1,0.1024,0.2506,1,1,-1,0.8642,0.6916,0.7438,-1,0.3026,1,0.9056,0.1922,1,1,0.872,0.9998,0.7574,0.7006,0.8554,-1,0.889,0.8772,0.9454,1,0.9612,0.5576,0.7304,0.8254,0.7912,-1,-1,0.6562,0.844,0.9406,0.9146,1,-1,0.8498,0.8368,0.8204,0.825,0.7452,0.9662,-1,0.0504,-1,0.897,0.3016,0.6656,1,1,0.2752,0.946,1,0.427,0.1972,0.9996,1,0.9494,0.857,0.7944,0.849,0.861,0.0726,0.0409999999999999,1,0.9184,0.9994,1,0.3116,1,0.8926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,-0.0356,1,-1,0.1226,0.999,-1,-0.618,1,0.9942,-1,0.6691,-0.0564,0.701,0.3366,-0.6012,1,0.4736,-0.2152,1,0.9732,0.402,1,0.2624,0.00940000000000007,0.6697,-1,0.6972,0.6864,0.8046,1,0.4198,0.5106,0.0271999999999999,0.5554,0.205,0.54,0.5794,0.9092,0.7706,-0.2596,0.4826,0.5348,0.6745,0.6605,0.2926,0.2888,0.3362,0.749,0.7818,-0.526,0.4034,-0.0828,0.691,-0.7852,0.0266,0.9996,1,-0.5022,1,0.9418,0.0986,0.0198,1,1,0.6968,0.6774,0.3796,0.6693,0.6664,-0.4102,0.1082,-0.2602,-0.2698,1,1,0.5754,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,-0.1376,0.1654,0.45,0.3062,0.8524,0.1512,0.4926,0.9978,-0.2878,-1,0.26,0.4579,-0.0812,-0.1474,0.1676,0.9954,-0.8816,0.388,0.7612,-0.508,0.1426,0.7522,0.4491,0.1258,0.2588,-1,-0.2192,-0.212,-0.0758,0.9966,-0.0318000000000001,0.1372,0.4388,0.4572,0.5971,-0.5694,-0.613,0.1278,-0.0172,0.9088,0.455,-0.5784,0.2642,0.2569,0.4549,0.4611,-0.8022,-0.2554,0.0878000000000001,-0.4536,-0.6144,-0.9038,0.4561,0.3918,-0.3108,0.5744,-0.6134,-0.1704,0.988,-0.2204,0.2756,-0.1152,0.764,-0.4506,0.4602,0.2558,0.5983,0.2607,0.2623,0.1778,0.1498,-1,-0.8122,0.9958,0.845,-0.5638,0.2398,0.9836,0.1752,-0.9388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.5866,0.9794,0.1821,0.8095,0.5212,-0.0772,0.5346,0.8748,-0.0116000000000001,0.0944,-1,-0.859,-0.9996,-0.9294,0.6316,-1,0.0900000000000001,0.6307,0.1988,-0.0194,0.6631,0.9214,-0.7662,-0.8194,-1,0.0987,-1,-1,-0.7044,0.903,-0.8736,-0.9612,-0.8424,-0.9856,-0.8632,-0.9416,-0.9712,-0.9906,-0.9986,0.7874,0.1872,-1,-1,-1,-0.8702,-0.7948,-0.851,-1,-0.943,0.4684,-0.2248,-0.6524,-1,0.5185,-0.2134,0.6246,-0.24,0.6276,0.2328,-1,0.6983,-0.2934,0.7392,-1,-0.9496,-0.8898,-0.9698,-0.9014,-1,0.6291,0.2496,0.0624,0.9258,0.9424,-1,-0.712,0.718,0.9828,0.7546,0.8494,0.0364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.2366,1,0.3446,0.6642,0.9912,-0.224,0.443,1,0.3282,0.1922,-1,-0.9588,-1,-1,0.3648,0.9998,0.6204,0.49,0.9694,0.8516,0.3492,0.9998,-0.9312,-1,-1,0.196,-1,-1,-0.6884,1,-0.7624,-1,-1,-1,-0.9202,-0.8976,-0.9074,-1,-0.974,0.9112,0.3494,-0.5462,-1,-1,-1,-0.8094,-0.728,-1,-0.966,0.4094,0.2642,-0.2994,-1,0.475,-0.0692,0.9796,0.6608,0.1426,0.9958,0.413,0.551,0.2872,0.9956,-1,-1,-1,-1,-1,-1,0.3568,0.566,0.9548,0.9208,1,0.9986,-0.3308,1,0.9998,0.9922,0.885,-0.5602,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.7328,0.9278,0.2677,0.9184,-1,-0.2314,0.674,0.8676,-0.1862,0.1426,-0.8724,-0.9002,-0.9928,-0.9512,0.7859,0.6576,-0.3008,0.7778,0.309,-0.3448,0.824,0.8768,-0.9028,-0.9032,-1,0.1409,-0.9266,-0.9442,-0.5518,0.824,-0.7054,-0.9874,-0.9816,-1,-0.9282,-0.8094,-0.9554,-0.9612,-0.9862,0.8478,0.2688,-1,-1,-1,-0.9016,-0.8842,-0.7452,-0.9872,-0.9396,0.6246,-0.3918,-0.5902,-0.9054,0.6858,0.1634,0.1186,-1,0.7802,0.5672,-1,0.8503,-0.5568,0.521,-1,-0.8828,-0.8798,-1,-0.8698,-0.878,0.7839,0.155,-1,0.3974,0.9732,-1,-0.5362,0.0984,0.9946,0.8586,0.6686,0.0165999999999999,-0.9924,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,-0.7748,-0.0522,0.4156,-0.4974,0.9422,0.5896,-0.5948,-1,0.138,-1,0.2335,0.4242,0.1926,-0.1986,-0.6512,-0.1938,0.4344,-0.5446,0.663,-0.1,-0.8426,-1,0.4219,0.0600000000000001,0.2358,-1,-0.2826,-0.2796,0.1824,0.713,0.0384,0.123,0.4086,0.4188,0.5524,-0.759,-0.5922,0.0895999999999999,0.122,0.4846,0.4166,-0.5344,0.2369,0.2349,0.4159,0.4214,-0.7788,-0.2258,0.0771999999999999,-0.9572,-0.437,-0.4348,0.4156,-0.8574,-0.8958,-0.0704,0.6636,-0.9564,0.383,0.8428,-0.717,-0.8148,0.0562,-0.4366,0.4288,0.2449,0.5671,0.2343,0.2345,-0.9494,-0.8354,0.5498,0.7516,0.707,-1,-0.3454,-0.4002,-0.6498,-1,-0.1104,-0.4646,0.1036,0.281,0.00320000000000009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.3904,0.9886,0.34,0.615,0.946,0.171,0.488,0.9988,0.537,0.1905,-1,-0.8048,-0.9978,-1,0.4738,0.9048,0.3576,0.5328,0.4518,0.809,0.5144,0.9726,-0.4804,-1,-1,0.1941,-1,-1,-0.705,0.9814,-0.7068,-0.9988,-0.8314,-1,-0.6762,-0.893,-0.996,-1,-0.9582,0.9208,0.3451,-1,-1,-1,-1,-0.5292,-0.7608,-1,-1,0.4068,0.28,-0.3578,-1,0.7882,-0.1214,0.9604,0.6376,0.3436,0.8494,0.286,0.642,0.2284,0.8822,-0.1128,-1,-1,-0.912,-1,-1,0.5168,0.6026,0.86,0.9332,0.9808,0.926,-0.4098,0.9932,0.9806,0.9482,0.7604,-0.4442,-1,-0.9824,-0.9592,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,-0.089,0.8406,0.2702,0.3952,-1,0.2934,-0.0145999999999999,0.921,0.552,0.1424,-1,-0.9428,-0.9506,-0.944,-0.00480000000000003,0.6758,0.3526,-0.00619999999999998,0.5238,0.4354,0.0835999999999999,0.9632,-0.6694,-0.899,-1,0.1437,-1,-1,0.0129999999999999,0.763,-0.3076,-0.9442,-0.9926,-0.968,-0.8466,-0.792,-0.9444,-0.8898,-0.95,0.6998,0.2718,-1,-1,-1,-0.9664,-0.7658,-0.776,-1,-0.981,0.625,-0.0654,-0.5306,-1,0.6827,-0.3356,0.2058,-0.0482,-0.0262,0.735,0.322,0.1594,-0.6076,0.3872,-1,-0.9846,-1,-0.9518,-1,-1,0.1572,-0.1226,0.2922,0.7858,0.88,-1,0.0993999999999999,0.555,0.9548,0.9498,0.6876,-0.1246,-0.9466,-1,-0.9968,-0.183,-0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.2016,0.7316,0.0482,0.3254,0.749,0.2136,0.1601,0.8046,0.4862,0.0228999999999999,-0.9582,-0.9222,-0.8434,0.0484,0.2065,0.7084,0.5296,0.2139,0.5716,0.4208,0.2383,0.6894,-0.9304,-0.9096,-0.9508,0.0219,-0.9394,-0.9394,0.2829,0.3918,0.2114,-0.8642,-0.915,-0.9294,-0.9372,-0.776,-0.8478,-0.894,-0.788,0.4868,0.0510999999999999,0.6764,-0.9552,-0.9496,-0.956,-0.9404,-0.9522,-0.9174,-0.9906,0.147,-0.7012,-0.9024,-0.9492,0.1621,-0.879,0.0276000000000001,0.5738,0.2117,0.508,0.661,0.2627,-0.6968,0.1442,0.743,-0.9782,-0.952,-0.9238,-0.9506,-0.9504,0.2084,-0.5034,0.6862,0.643,0.4216,0.838,0.2998,0.6376,0.4274,0.851,0.6766,0.2587,-0.9368,-0.748,-0.9016,0.2357,-0.8478,-0.9742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.4713,0.5998,0.1431,0.7086,-1,0.5115,0.4326,0.98,-1,0.0732999999999999,-0.8588,-0.9112,-0.833,-0.869,0.5192,0.9428,-0.194,0.5205,0.394,0.1734,0.5626,0.9862,-0.7932,-0.987,-0.8676,0.0711999999999999,-0.841,-0.8516,-0.4628,0.9408,-0.4378,-0.9212,-0.8556,-0.9678,-0.82,-0.5386,-0.844,-0.689,-0.7548,0.7222,0.1462,-1,-1,-1,-0.9404,-0.7556,-0.94,-0.7862,-0.7862,-0.3652,-0.9146,-0.9856,-0.8968,0.4281,-0.6982,-0.1472,0.0751999999999999,0.5113,0.9516,-1,0.6047,-0.2646,0.2604,-1,-0.8246,-0.8578,-0.9616,-0.8572,-0.8742,0.5245,0.0658000000000001,-1,0.0682,0.9556,-1,-0.6024,0.7928,0.9514,0.6116,-0.3582,-0.7746,-0.6682,-0.6128,-0.8054,-0.195,-0.6972,-0.811,-0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.3431,0.9674,0.0948,0.5532,0.8712,0.385,0.307,0.9982,0.3098,0.0505,-1,-0.9974,-0.882,-0.8976,0.383,0.9812,0.471,0.3862,0.9074,0.791,0.4183,1,-0.8606,-0.999,-1,0.0486,-0.961,-0.9664,0.491,0.8444,0.3849,-0.9472,-0.999,-1,-0.9376,-0.5182,-0.7466,-0.7912,-0.9946,0.7311,0.0919000000000001,-1,-1,-1,-0.9788,-0.8672,-0.875,-0.8496,-0.9246,0.269,-0.415,-0.809,-1,0.3013,-0.6064,0.4654,0.8526,0.379,0.8786,0.2564,0.46,-0.45,0.658,-1,-0.955,-0.9004,-0.9908,-0.914,-1,0.3825,-0.1438,0.3038,-0.7052,0.8722,-1,0.5169,0.9766,0.834,0.3998,0.1818,0.4626,-0.8438,-0.8844,-0.8964,0.4167,-0.7848,-0.938,-0.9034,-0.9078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0.4677,-1,0.1387,0.6996,-1,-0.3306,0.4267,0.8732,0.4956,0.0730999999999999,-1,-0.9706,-0.8752,-0.8364,0.5185,0.5758,0.1506,0.5201,0.8462,0.5266,0.5516,0.9598,-0.9698,-0.9108,-1,0.0681,-0.9526,-0.9498,0.0207999999999999,0.5934,-0.3222,-0.8358,-0.9482,-1,-0.978,-0.3224,-0.6298,-0.81,-0.8582,0.8688,0.1358,0.2442,-1,-1,-0.9838,-0.9512,-0.8308,-0.7928,-0.9694,0.3793,-0.2768,-0.7432,-1,0.4149,-0.4964,0.1242,0.17,0.5226,0.871,0.5254,0.602,-0.5638,0.232,-1,-0.9958,-1,-1,-1,-1,0.5189,-0.0738,0.4664,0.7324,0.7204,-1,0.0172000000000001,0.5718,0.9278,0.9146,0.4996,0.6061,-0.9246,-1,-0.9214,0.561,-0.8794,-0.9492,-0.9678,-0.8464,-0.9602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,-0.1778,0.9998,-1,-0.5162,1,0.995,0.8832,1,1,-1,0.617,0.9228,0.9184,0.5588,0.7402,1,1,0.845,0.7974,1,-0.3182,0.9998,0.7788,0.8678,-1,-1,0.3512,0.2934,0.8814,0.9982,0.9218,0.6402,0.9834,-1,0.8396,-0.09,-1,0.3264,0.9882,0.9982,0.7014,0.9994,-1,-1,0.8464,0.8354,0.0516000000000001,-1,0.796,0.4586,0.707,-1,0.4098,-1,-0.1716,0.726,0.5414,-1,0.5602,1,0.0174000000000001,-0.1766,0.6476,0.996,0.6898,0.6106,0.3224,0.5952,0.6112,0.274,-1,1,1,0.9402,1,0.8568,1,0.7504,1,1,0.8898,0.191,0.9986,0.0831999999999999,0.6848,0.981,0.688,0.614,0.5752,0.924,0.8602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,-0.416,1,-1,-0.081,1,0.9538,-0.2534,1,0.9986,-1,-1,0.351,0.436,-1,-0.6654,1,0.4192,-0.569,1,0.9504,0.3602,1,-1,-1,-1,-1,-1,-1,0.6132,1,-0.4086,-1,-0.0568,-1,-1,-1,-1,-1,0.5482,0.9158,0.7592,0.7602,-1,-1,0.441,-1,-1,-1,0.6454,-0.3306,-1,-1,-1,-1,-0.7528,0.938,1,-0.6404,1,0.9824,0.1916,-1,1,1,0.5276,0.6384,-1,0.6614,-1,-0.191,-0.1654,0.9372,-0.8256,1,1,-0.6938,1,1,1,0.6712,-0.482,-0.0476,0.8252,-1,-0.7112,0.7304,0.2196,0.6406,-1,0.21,0.3832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,-0.7588,-0.4694,-0.192,-0.9934,-1,0.8854,0.0227999999999999,0.9956,1,0.3657,0.3753,0.6057,0.857,0.6112,-0.2354,-0.6138,0.9968,-0.3074,0.6862,1,-0.9866,0.774,0.6123,0.7712,0.3658,-1,0.6123,0.6128,0.9692,-0.8666,0.8926,0.8534,0.8214,0.6028,0.7556,0.6032,0.8485,0.7591,0.6582,0.4392,-0.159,-0.914,0.3713,0.3743,0.6061,0.6097,0.717,0.6194,0.7626,-0.0956,0.5842,0.618,0.6045,-0.5104,-0.6812,0.3054,0.4986,-0.9824,0.7104,0.9488,-0.6166,-0.8018,0.02,-0.8268,0.6082,0.3735,0.7603,0.3736,0.376,-0.6604,-0.8374,0.9908,0.9918,0.5596,0.704,0.9858,-1,0.793,0.991,0.9572,0.6502,0.8472,0.8616,0.9471,-0.113,0.8296,0.5346,0.3707,0.7615,0.6157,0.7522,-0.878,0.9826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,-1,1,-1,-0.111,1,-1,-1,1,1,0.8792,-1,0.9588,0.997,0.9849,-1,1,1,-1,1,1,-0.3814,1,-1,0.9788,-1,-1,0.6478,0.6382,0.9676,1,0.996,0.9924,0.9964,0.7352,0.6226,0.9912,0.914,0.99,1,-0.8984,-1,1,-1,-1,0.8546,-1,0.7054,0.9142,0.7516,0.7496,0.2002,-1,0.6202,-1,-0.0174,1,1,-0.3232,1,1,0.1682,-0.2042,1,1,0.6312,-1,0.7756,-1,-1,-1,-0.3346,1,1,1,1,0.9254,1,1,1,1,0.9834,0.9728,1,0.9394,0.893,0.9992,0.929,-1,0.812,0.9672,0.6782,1,1,0.9266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,-0.4854,0.9994,0.2376,0.1166,0.9956,-0.545,-1,1,1,-1,-1,0.7946,0.9572,0.9403,-0.7158,1,0.9962,-0.4206,1,0.9436,0.4286,1,-1,0.8994,-1,-1,0.2636,0.2518,0.978,1,0.9662,0.9604,0.9752,0.4192,0.2456,0.8914,0.7186,0.9424,0.985,0.1422,0.123,0.9788,-1,-1,0.614,-1,0.00619999999999998,0.7524,0.4514,0.237,0.579,-1,0.2496,-1,-0.249,1,1,-0.5174,1,0.9998,-0.1048,0.2424,0.9998,0.9998,0.2708,-1,0.4848,-1,-1,-1,0.427,0.7596,0.9954,1,0.9988,0.9186,1,1,0.948,0.3444,0.5542,0.8744,0.9848,0.8668,0.4752,0.93,0.754,-1,0.486,0.8182,0.3054,1,0.986,0.9912,0.7408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,-0.936,0.1048,0.6183,-0.4014,0.7904,0.9476,-0.9174,-1,0.405,-1,0.3581,0.2084,0.7042,0.1974,-0.9368,0.2192,0.8666,-0.8814,0.3972,0.2654,-0.8072,0.6212,0.6021,0.4984,0.3644,-1,0.6129,0.6129,0.749,-0.0522,0.8948,0.6864,0.7692,0.0824,0.4702,0.0127999999999999,0.85,0.5106,0.4702,0.8464,0.6,0.1348,0.3716,0.3667,0.1976,0.6046,0.4532,0.6065,0.5062,-0.9024,0.376,0.6156,0.1056,-1,-0.7268,-0.3428,0.3788,-0.9758,-0.6138,0.576,-0.9456,-0.9748,-0.5456,0.4274,0.1834,0.3771,0.3246,0.367,0.3753,-0.9914,-0.966,0.2482,0.5776,-0.1806,0.9404,0.2488,0.8686,-0.8478,-0.2298,-0.4132,0.3342,0.6904,0.71,0.823,-0.9476,0.8072,0.425,0.3734,0.5112,0.2264,0.4692,0.6226,0.00360000000000005,0.1136,0.7508,-0.00180000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,-1,0.9994,-1,-0.749,1,0.999,-0.4744,0.9858,1,0.7474,-1,0.8018,0.9874,0.8696,-1,0.968,1,-0.667,0.9974,1,-0.3724,1,0.69,0.8688,-1,-1,0.2662,0.2608,0.9998,0.9742,0.9994,0.9682,0.9684,0.134,0.7498,0.9634,0.8718,0.9138,0.9926,0.9,0.6076,1,-1,-1,0.6156,0.656,0.7782,0.7422,0.556,0.359,0.9822,0.8648,-1,-1,-0.2104,0.9996,1,-1,0.999,1,-0.839,-0.8108,0.9332,0.9994,0.1538,-1,0.432,-1,-1,-0.7974,-0.821,1,1,0.9416,1,0.9994,1,0.979,0.9998,1,0.998,0.9168,0.9994,0.965,0.6672,0.9984,0.7568,0.3768,0.9328,0.8326,0.5366,1,1,0.6806,1,1,-0.662,NA,NA,NA,NA,NA,NA,NA,NA
99,0.371,1,-1,0.943,1,0.645,0.1832,1,1,-1,-1,0.9808,0.9986,0.9816,0.3786,1,0.9524,0.118,1,1,0.9416,1,-1,0.9804,-1,-1,0.7888,0.7838,0.9998,1,0.9994,0.9928,0.999,-1,0.6144,0.9822,0.9702,0.9954,0.9996,-0.648,-1,1,-1,-1,0.8932,-1,0.681,0.958,0.867,0.637,0.1348,-1,-1,-1,0.3724,1,1,0.413,0.9978,1,0.4732,0.3054,1,1,-1,-1,-1,-1,-1,-1,0.7698,1,0.9982,0.9996,1,0.983,1,0.9266,0.9964,1,0.3066,0.9852,1,0.9826,-0.0562,0.9986,0.9668,0.8426,0.8758,0.9878,0.6686,1,1,0.9992,1,0.8498,-0.478,0.9998,NA,NA,NA,NA,NA,NA,NA
100,0.104,-1,0.2233,0.341,0.3966,0.2828,0.0138,-1,-0.323,-1,-0.791,-0.5956,-0.2464,0.2237,0.2116,-1,-0.5146,0.2102,-0.2752,-0.4524,0.2944,-1,-0.5936,-0.4056,-0.7854,0.1211,-0.6334,-0.6166,-0.8122,0.9526,-0.5256,-0.2636,-0.311,-0.6228,-0.4186,-0.4788,-0.7316,-0.4202,-0.097,0.7046,0.2246,-1,-1,-0.7966,-0.5832,-0.5936,-0.9004,-0.5994,-0.4284,-0.429,-0.9466,-0.997,-0.6184,0.6169,-0.8176,-0.814,-1,0.1864,0.929,-1,0.3742,-0.154,-0.7516,-1,-0.6048,-0.7824,-0.4684,-0.7962,-0.7694,0.1678,0.2244,-1,-1,0.9508,0.8958,-0.8678,-1,0.8996,0.5534,-0.3612,-0.9934,-0.2582,-0.0496,-0.0488,-0.6432,-0.448,-0.2918,-0.7776,-0.9934,-0.5906,-0.4298,-1,-1,0.495,0.2984,-0.3354,0.5218,0.9358,0.5484,NA,NA,NA,NA,NA,NA
