,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
36,0.9974,0.9864,0.9654,0.5482,0.9998,0.5854,1,0.9954,0.9276,1,0.1168,0.9994,0.8958,0.9468,0.771,0.7786,0.8232,0.9848,0.9994,0.9438,-1,-0.238,0.9304,0.8862,-0.3268,-1,-1,0.9436,0.8636,-1,-1,-1,1,1,-0.4244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,-0.1216,0.414,0.695,-0.5854,0.98,-0.3998,-0.584,-0.3786,-0.6582,0.989,0.7806,0.154,-0.3044,-0.5238,-0.8564,-0.5102,-0.6792,0.7328,0.9066,0.127,-0.7636,-0.2734,-0.7042,-0.2216,-0.6106,-1,-0.4864,0.1142,-0.8948,-0.5336,-0.3122,-0.3442,-0.2066,-1,-1,0.9834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.9314,0.7312,0.9778,-0.8588,0.9988,0.9258,0.9998,0.9984,0.9166,1,1,0.4582,0.0608,0.9762,0.8286,0.8574,0.7756,-0.533,-0.2034,0.6276,0.3754,0.5694,-0.0172,0.4436,-0.1512,-1,-0.131,-0.184,0.9156,-0.0566,-0.3216,-1,1,1,1,1,0.8986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.62,0.799,0.6206,0.0207999999999999,1,-0.9976,0.9608,0.9988,-0.666,1,0.8534,0.9498,-0.0394,-0.8814,-0.2244,0.0775999999999999,-0.7898,0.556,0.9964,-0.0924,-0.4512,0.2196,0.508,-0.0834,-0.7472,-1,-0.6662,0.2638,-1,-0.63,-0.1408,-0.5092,1,0.9998,0.671,0.9656,0.1314,0.9922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.83,0.552,0.9376,0.099,0.9972,0.3966,0.9952,0.9926,0.582,0.98,0.9928,0.9622,-0.612,0.6138,0.443,0.4466,0.3906,0.91,0.9814,0.5302,-0.539,0.4326,0.7154,-0.2424,-1,-1,-0.3542,-0.4326,0.6046,-0.4134,0.0436000000000001,-1,1,0.999,0.9496,0.9946,0.8498,0.6736,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,-0.5104,-0.102,0.1998,-0.5452,0.9962,-0.6652,-0.9968,0.503,-0.7682,0.9998,0.85,0.0396000000000001,-0.9306,-0.382,-0.8318,-0.9872,-0.556,-0.0145999999999999,0.885,-0.264,-0.908,-0.6124,-0.7956,-0.758,-0.9094,-1,-0.6894,-0.2224,-0.766,-0.892,-0.8132,-0.238,-0.3966,0.5258,0.999,0.9884,-0.8182,0.9952,-0.052,0.5376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.0928,0.232,-0.2848,-0.194,0.0973999999999999,-0.887,0.8726,0.8944,-0.6796,0.8394,0.7368,0.738,-0.083,-0.6752,-0.4354,-0.3084,-0.7788,-0.0946,0.5348,-0.0984,-0.952,-0.3402,-0.2378,-0.4024,-0.9982,-1,-0.9086,-0.4502,-0.4618,-0.79,-0.7778,-0.8662,0.9992,0.6512,-1,0.775,0.1464,0.401,-0.3328,0.2446,-0.0784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,-0.676,-0.6938,-0.9882,-0.7164,0.3174,-0.958,0.2676,0.0746,-0.9438,-1,-0.9016,-0.00660000000000005,-0.7918,-0.9636,-0.8776,-0.7442,-0.9788,-0.992,-1,-0.778,-0.9714,-0.6758,-0.6852,-0.7544,-0.9996,-1,-0.9694,-0.8426,-0.8398,-0.9334,-0.9354,-0.851,0.9124,-1,-1,-0.3782,-0.5114,-0.1874,-0.7288,-0.432,-0.5602,-0.9836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,-0.797,-1,-0.4444,-0.7298,0.7018,-0.9334,-0.4634,-0.295,-0.8586,-1,-0.3036,-1,-0.9742,-0.8692,-0.967,-0.991,-0.7962,-0.6578,-1,-1,-0.959,-0.833,-0.9532,-0.9964,-0.8236,-0.9888,-0.8746,-0.6978,-0.9388,-0.9068,-0.8468,-0.8364,-1,-1,-1,0.2334,-0.9088,0.4052,-0.7374,-0.0168,-0.956,-0.7474,-0.8592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.738,0.7388,0.819,-0.5106,0.97,0.0362,0.7328,0.7432,0.1148,0.8628,0.949,0.7398,-0.899,0.0924,-0.2226,-0.464,-0.0256,0.7836,0.5754,0.672,-0.7214,0.2902,0.2142,-0.9356,-0.6882,-1,-0.5636,-0.1388,-0.2874,-0.6398,-0.0564,-0.4612,1,0.9986,0.8644,0.9794,-0.0214,0.632,0.725,0.7428,-0.2388,0.7152,-0.1398,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
