,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
89,-1,-1,0.9572,-1,-0.2708,0.948,-1,0.6754,0.98,-1,-1,-0.046,-1,0.9654,-0.0669999999999999,0.997,0.986,0.9384,0.4942,0.9496,0.8936,0.9342,0.619,-1,0.9646,0.7064,-1,0.9852,-1,0.9482,-1,0.9666,0.8662,-1,-0.2288,0.8824,1,0.4344,0.9746,0.9442,0.2586,0.9634,0.9738,0.8372,0.9016,0.8938,-1,-1,-1,0.3104,0.654,-1,-1,0.343,0.954,0.7816,0.8842,-1,0.996,-1,0.9632,0.9576,1,0.9674,0.7216,0.868,0.9986,0.9994,0.9538,-0.0666,0.9982,0.8172,1,0.9906,0.976,-1,0.8968,0.9992,0.9998,-1,-0.1122,0.9566,-1,-1,0.3546,0.9698,0.7788,0.9878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,-1,-1,0.866,0.4362,0.0112000000000001,0.7956,-1,0.5726,0.899,-1,-1,0.4738,-1,0.993,-1,0.9956,0.944,0.8422,0.9152,0.9148,0.7876,0.86,-1,-1,0.8582,-1,-1,0.9144,-1,0.8786,-1,0.9782,0.745,-1,0.3634,0.727,0.9992,0.2918,0.9772,0.275,-1,0.3848,0.4606,0.3116,0.5744,0.458,-1,-1,-1,-1,-1,-1,0.0209999999999999,-1,0.7482,0.7724,0.8266,-1,0.9894,-1,0.8492,0.621,1,0.9478,0.873,0.6528,0.9962,0.9962,0.8744,0.1946,0.99,0.9124,0.9998,0.9604,0.9076,-1,0.7782,0.999,0.9964,-1,-0.7508,0.8134,-1,-1,0.774,0.8404,0.8508,0.9814,0.9126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0.2766,0.0748,0.0482,-0.446,0.3046,0.191,0.2738,0.4827,0.2974,0.4862,-1,0.1022,-1,-0.107,-0.961,-1,-1,-1,0.4022,-1,-0.1636,-0.6236,-0.3458,-0.3272,0.1582,0.4786,0.271,0.3392,-1,-0.472,-1,-0.195,-0.2732,-0.4992,-0.7252,-0.7446,-1,0.2508,-1,0.608,-0.6308,-1,-1,0.0860000000000001,0.2064,0.2146,-0.1788,0.1214,0.2737,0.2792,0.0571999999999999,-0.0372,0.252,-0.3486,0.1288,0.811,0.386,0.4729,-0.122,-1,-0.0426,-0.5712,-1,-1,-0.5742,0.4084,-1,-1,-1,0.454,-0.1208,-0.7714,-1,-1,-1,0.2809,0.0955999999999999,-0.0738,0.0434000000000001,-0.4204,0.2906,-0.3806,-0.7338,-0.3464,-0.6376,-0.6454,-0.5652,-1,0.8298,0.4482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,-0.0482,0.3322,0.4814,0.0209999999999999,-0.391,0.626,-0.0582,0.3282,0.8238,0.3008,-1,0.4668,-1,0.2202,-0.9716,-0.7076,-0.4958,-0.2252,0.8992,-0.2664,0.4098,0.1904,0.31,-1,0.7846,0.3158,-1,0.8506,-1,0.0116000000000001,-1,-0.2664,0.0382,-1,-0.3712,0.1934,0.94,0.923,0.8238,0.9094,-0.4656,0.955,0.9506,0.5474,0.6824,0.6216,0.2758,-0.0302,-1,-0.0474,0.3694,0.1328,0.5688,0.2042,0.7014,0.5662,0.6762,0.2022,0.2436,-1,0.2104,-0.1282,0.7908,0.7066,0.8058,0.795,0.8834,0.9382,0.9494,0.8132,0.801,0.2726,0.9784,0.7494,0.888,-0.024,0.6676,0.8964,0.7544,-0.2602,-0.8012,0.4336,-1,0.0478000000000001,-0.5494,0.2346,0.3974,0.3118,0.973,0.93,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,-1,-1,-0.08,-1,-0.00919999999999999,0.0187999999999999,-1,-1,-1,-1,-1,0.1402,-1,0.3668,0.4616,0.9802,0.9686,0.9978,0.9832,0.9958,0.6984,0.9786,-1,-1,-1,-1,-1,0.0888,-1,0.86,-1,0.5738,-1,-1,0.2664,0.5636,0.9992,0.62,0.8934,0.804,-1,0.9996,1,0.5668,0.6964,0.2502,-1,-1,-1,-1,-1,-1,0.5934,-1,-1,0.9374,0.967,-1,0.876,-1,0.6548,0.345,0.9978,0.9986,0.8928,-0.8326,0.9298,0.9916,0.949,0.502,0.976,-0.4518,0.9028,0.998,0.9778,-1,-1,0.9912,0.994,-1,-1,-0.3676,-1,-1,-1,-0.2114,0.5984,0.9808,0.9098,-0.8586,-1,0.3962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,-1,-0.674,-0.8574,-0.6374,-0.0828,-0.6452,-1,-0.6822,-0.1716,-0.2992,-1,-0.0262,-1,0.2066,-0.932,0.9442,0.941,0.4082,0.8082,-0.3562,-0.3248,0.191,-0.8414,-1,-0.2086,-0.7312,-0.692,-0.0901999999999999,-1,0.2594,-0.7346,0.4016,-1,-0.249,-0.0620000000000001,0.2116,0.9958,0.7158,-0.0598,0.808,-0.9722,0.9844,0.9832,-0.5714,-0.4778,-0.3806,-0.5092,-0.5754,-1,-0.8552,-0.722,-0.629,-0.1564,-0.7864,-0.4478,0.163,0.2534,-0.3176,0.4844,-0.566,0.563,0.0384,0.97,-1,0.617,0.4452,0.6072,0.9764,0.9518,0.6238,-0.9806,-0.3616,0.9942,0.8956,-1,-1,-0.5532,0.5354,0.4642,-0.9812,-0.207,-0.796,-0.573,-0.164,-0.1888,0.1606,0.678,0.9426,0.9568,0.8934,-0.3606,0.3048,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,-1,0.6436,0.8216,0.5608,0.6952,0.8362,-1,-1,0.8716,-1,-1,0.933,-1,0.9936,-0.1324,0.9994,0.9864,0.9936,0.999,0.9494,0.8526,0.9432,0.6646,-1,0.9408,-1,-1,0.9394,-1,0.9966,-1,0.9472,-1,-1,0.7608,0.8466,1,1,0.9988,0.9996,-1,0.9978,0.9996,0.8988,0.943,0.9326,0.2932,-1,-1,-1,0.581,0.569,0.1892,0.3844,0.2798,0.8574,0.9246,-1,0.9994,-1,0.9998,0.749,1,0.9944,0.9916,1,0.9958,1,1,0.9998,-0.6872,0.9832,1,0.9998,0.9982,-1,-1,1,1,-1,0.3668,0.9218,-1,0.7328,0.2952,0.6182,0.9996,0.9994,1,1,-1,0.9942,0.9978,-0.5754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,-1,-1,0.7652,-1,-0.0308,0.8168,-1,-1,-1,-1,-1,0.9358,-1,0.8814,-1,0.9926,0.99,0.9948,0.9998,0.9414,0.94,0.9826,-0.1278,-1,0.7152,-1,-1,0.5686,-1,0.9758,-1,0.5748,-1,-1,0.388,0.57,0.994,0.994,0.9892,1,-1,0.9642,0.9862,0.9416,0.9746,0.973,-1,-1,-1,-1,-1,-1,0.6026,-1,-1,0.9368,0.9626,-1,0.9248,-1,0.964,0.4312,0.9998,0.9624,0.9982,0.9396,0.97,0.9934,0.9994,0.9824,0.8592,-0.3544,0.9994,0.9916,0.9846,-1,-1,0.9844,0.9974,-1,-1,0.9702,-1,-1,-1,-0.0288,-0.3332,0.97,0.9988,0.9996,-1,0.745,0.915,0.1082,0.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,-1,-1,0.9722,-1,0.9448,0.9714,-1,-1,-1,0.9512,-1,0.9048,-1,0.991,-1,0.9842,0.9938,0.9966,0.9998,0.9942,0.5742,0.9862,-1,-1,-1,-1,-1,-1,-1,0.9844,-1,0.939,0.955,-1,-1,0.8542,1,0.9938,0.9924,0.9802,-1,0.9998,0.9998,0.9566,0.9144,-1,-1,-1,-1,-1,-1,-1,0.6732,-1,-1,-1,0.8998,-1,0.979,-1,0.9606,0.8542,0.994,1,1,0.9556,0.9924,0.996,0.996,0.9904,1,0.9734,0.9962,0.9992,0.9998,-1,0.8248,0.9832,0.9888,-1,0.4348,0.637,-1,-1,0.7586,0.6934,-0.689,0.9976,0.9962,0.986,-1,0.9396,0.998,0.9948,1,0.9936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,-1,-1,0.9812,-1,0.7332,0.984,-1,-1,-1,0.8644,-1,-1,-1,0.9962,0.7454,0.999,0.9872,0.9994,0.9976,0.9992,0.9118,0.9946,0.8706,-1,0.1162,-1,-1,-1,-1,0.9942,-1,0.9946,0.9878,-1,-0.0666,0.8796,0.9962,0.9102,1,0.9956,0.9266,0.9888,0.9964,0.9578,0.9488,0.8288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9718,-1,0.9992,-1,0.996,0.9832,1,0.9726,0.9946,0.5968,0.9972,0.9996,0.9952,0.899,1,0.9572,0.9948,0.9902,0.987,-1,0.9548,0.9962,0.9972,-1,0.835,0.7764,-1,-1,-1,0.9836,0.9184,0.9982,0.9772,0.845,-1,0.9962,0.4948,0.9978,1,1,0.9942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,-1,-0.9966,-0.9998,-0.8336,-0.6736,-0.999,-1,-0.785,-0.9232,-0.582,0.1921,0.853,0.1907,0.955,-0.293,0.7966,0.7714,-1,0.7994,0.199,-0.8292,-0.5888,-0.962,-1,-0.8992,-1,-0.7784,-0.8984,0.192,0.9194,0.3484,0.8695,-0.855,0.3484,0.0418000000000001,0.345,0.9694,0.6946,-0.0192,0.4766,-0.639,0.8442,0.8672,-0.8794,-0.9514,-0.9372,-0.7332,-0.6632,-1,-1,-1,-0.8896,-0.4828,-1,-1,-0.5494,-0.3614,-0.5428,0.9294,0.1907,0.946,0.4964,0.8942,-1,0.5818,0.2654,0.7444,0.8932,0.3496,0.5552,-0.2824,-0.4498,0.956,0.706,0.624,-1,-0.7856,-0.181,0.267,-0.939,-0.6106,-0.996,0.187,-0.053,0.5901,0.1632,0.2654,-1,0.9458,0.8098,0.1306,0.4816,0.51,-0.569,0.6946,0.5186,0.961,0.9756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,-0.9646,-0.9826,-0.8494,-0.9394,-0.8348,-0.8682,-0.9604,-0.9792,-0.9188,0.0349999999999999,0.0159,0.2473,0.0163,0.2214,-0.7748,0.3094,0.4026,0.3818,0.159,0.4476,-0.9352,-0.352,-0.9558,-0.9666,-0.891,-0.9598,-0.9596,-0.8952,0.0166999999999999,0.3241,0.0354000000000001,0.1507,0.0353000000000001,0.0347999999999999,-0.81,-0.5874,0.5432,-0.0881999999999999,0.3602,0.168,-0.906,0.6644,0.6282,-0.8558,-0.8206,-0.8418,-0.9796,-0.9698,-0.9646,-0.967,-0.9808,-0.982,-0.9644,-0.9754,-0.9494,-0.9366,-0.91,-0.9502,0.3742,0.0159,0.4624,-0.6734,0.27,0.4886,0.2814,-0.3036,-0.4764,0.4744,0.3476,-0.0598,-0.8338,-0.3716,0.4158,0.5244,0.505,-0.9678,-0.9716,-0.225,-0.1754,-0.9552,-0.8628,-0.6658,0.0184,0.0716000000000001,0.0727,-0.452,-0.3366,0.4786,0.1756,0.1136,0.2743,-0.1658,0.5478,-0.874,-0.00939999999999996,0.3942,0.5964,0.476,-0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,-1,-0.9878,-0.9966,-0.8414,-0.4602,-0.975,-1,-0.7684,-1,-0.6254,0.1781,0.7884,0.1742,0.7908,-0.3208,0.805,0.8012,-1,0.9436,-0.2372,-0.8198,-0.5164,-0.9586,-0.9228,-0.9844,-1,-1,-0.9984,0.1736,0.8694,0.3307,0.8471,-0.8538,0.3209,0.1284,0.361,0.9792,0.877,0.5558,0.6386,-0.6652,0.9208,0.9326,-0.6784,-0.6792,-0.7736,-0.7234,-0.6748,-1,-1,-1,-0.9712,-0.488,-1,-1,-0.346,-0.1368,-0.5642,0.923,0.1742,0.946,0.3856,0.9606,-1,0.6976,0.3372,0.8588,0.9276,0.7994,0.83,-0.406,-0.2026,0.9668,-1,-1,-1,-0.7426,-0.1186,0.504,-0.8592,-0.428,-0.9692,0.1802,-0.2502,0.5468,0.263,0.4588,0.4572,0.986,0.9268,0.1594,0.7026,-1,-0.7436,0.8842,0.7614,0.9746,0.986,-0.9972,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,-1,-0.9584,-1,-0.8362,-0.4082,-0.9884,-1,-0.8068,-0.996,-0.604,0.1917,0.556,0.1843,0.5864,-0.4124,0.6402,0.5786,-1,0.879,-1,-0.7124,-0.8004,-0.9526,-0.9076,-0.9966,-1,-0.7876,-0.9942,0.1969,0.7092,0.3544,0.8669,-0.8086,0.3442,0.377,0.5604,0.9256,0.7654,-1,0.085,-0.828,-1,-1,-0.7498,-0.8498,-0.9578,-0.754,-0.7672,-1,-1,-1,-1,-0.5522,-1,-0.9996,-0.3026,-0.233,-0.5642,0.7922,0.1825,0.8692,0.4158,0.9274,-1,0.5522,0.0591999999999999,0.8384,0.7358,-1,0.6838,-0.145,-0.4424,0.7266,-1,-1,-1,-0.7616,-0.5016,0.3932,-0.9364,-0.3878,-1,0.1954,-0.4666,0.5869,0.4338,-0.1084,-1,0.9706,0.8668,0.0438000000000001,0.6062,-1,-0.5198,0.8236,-1,0.849,0.9562,-0.9848,-1,-0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,-1,-1,-1,-0.8934,-1,-1,-0.9824,-0.9676,-0.85,0.0671999999999999,0.0369999999999999,-0.2598,0.0342,0.4013,-0.596,-1,-1,-1,-1,-1,-1,-1,-1,-0.962,-1,-0.965,-0.9646,-1,0.0346,0.5483,0.0669,0.2882,0.0679000000000001,0.0657000000000001,-1,-0.1582,-1,-1,-1,-1,-0.794,-1,-1,-1,-1,-1,-0.9508,-0.958,-1,-0.983,-0.9608,-0.9638,-0.9128,-0.961,-0.9314,-0.8742,-0.7954,-0.9202,0.097,0.0365,0.3116,-0.3214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9214,-1,-1,0.0344,0.1381,0.1343,-0.0734,-1,-1,-1,-1,-0.1938,0.1028,-1,-1,-1,-1,-1,-1,-1,-0.9838,-0.8316,-0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,-1,-0.999,-1,-0.8874,-0.8268,-0.9812,-1,-0.8386,-0.7994,-0.6732,0.1522,0.1644,0.1645,0.2276,-0.6528,0.2932,-0.076,-1,0.2514,-1,-0.9062,-0.9342,-0.974,-0.9224,-0.9308,-1,-1,-0.8426,0.1511,0.4546,0.2881,0.8078,-0.6396,-0.5254,-0.304,-0.0282,-1,0.0402,-1,-1,-0.8968,-1,-1,-0.969,-0.9892,-0.961,-0.8118,-0.8312,-1,-1,-1,-1,-0.6834,-1,-0.8544,-0.4452,-0.3356,-0.6628,0.535,0.1537,0.6634,0.0358000000000001,0.3908,-1,0.6252,-0.0744,0.4062,-1,-1,-0.1054,-0.3964,-0.3856,-1,-1,-1,-1,-0.82,-0.7862,-0.795,-0.9606,-0.8548,-0.9984,0.1623,0.5011,0.507,-0.17,-0.6766,-1,0.7516,-1,-0.2786,0.0238,-1,-0.6286,0.7554,-1,-1,0.7518,-0.984,-1,-0.9782,-0.9432,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,-1,-0.9934,-0.9302,-0.7462,-0.3084,-0.8878,-1,-0.6828,-0.96,-0.4708,0.2438,0.4516,0.2444,0.555,-0.8606,0.2494,0.423,0.1038,0.9106,0.9088,-0.9258,-0.985,-0.9736,-0.9688,-0.8938,-1,-1,-0.9318,0.234,0.3678,0.4296,0.9339,-0.6478,0.4242,-0.5496,0.0811999999999999,0.8976,0.829,0.9462,0.6292,-0.8102,0.4096,0.806,-0.6426,-0.5922,-0.677,-0.6654,-0.7002,-1,-1,-1,-1,-0.4744,-1,-0.9988,-0.2376,-0.129,-0.4066,0.4878,0.2452,0.7026,0.097,0.9254,0.8062,0.8942,0.4332,0.7348,0.8616,0.0566,0.7628,-0.1002,0.2532,0.9762,0.2398,0.9012,-1,-0.6614,-0.892,-0.3592,-0.8968,-0.3496,-0.7664,0.2347,-0.0994,0.6849,0.1452,0.5774,0.6438,0.9704,0.898,-0.6278,0.4994,0.9214,-0.6354,0.9178,0.9698,0.6864,0.885,-0.9704,-1,-0.9232,-0.9998,-1,-0.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.0318000000000001,0.1986,0.4509,0.1338,0.426,-0.7562,0.0344,0.0662,0.3162,0.069,0.0368999999999999,-0.4962,0.0349999999999999,-0.376,-0.5774,0.6458,-1,-1,-1,-1,0.424,0.0286,-0.601,0.1342,-0.4222,0.0699000000000001,0.0355000000000001,-0.4376,0.0351999999999999,-1,0.0704,-1,0.0702,0.0691999999999999,0.0489999999999999,0.0908,-1,-1,-1,-1,-0.7848,-1,-1,-1,-1,-1,0.1953,0.1728,0.0347,0.0374000000000001,0.1073,0.1037,0.2567,0.1049,0.1672,0.167,-0.6818,0.0691999999999999,-1,0.0346,-1,0.0294000000000001,0.8674,-1,-1,-1,0.433,-1,-1,-1,-0.2906,0.3484,0.9678,-1,-1,0.0346,0.1665,0.3062,-1,-0.8426,-0.5412,-1,0.0323,0.1357,0.1381,-0.0784,0.5676,-1,-1,-1,-0.432,0.2654,-1,-0.6836,0.5896,-1,-1,-1,0.3541,0.036,0.3153,0.3376,0.0717000000000001,0.2823,0.4285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0355000000000001,0.204,0.4568,0.1361,0.4247,0.4797,0.0344,0.0710999999999999,0.3132,0.0704,0.0318000000000001,0.4289,0.0361,-0.4332,-0.6464,-1,-1,0.686,0.818,0.9142,0.4316,0.7288,0.3455,0.1339,0.4586,0.0747,0.0348999999999999,0.4328,0.0356000000000001,-0.1598,-0.926,-0.5812,-0.9004,0.0690999999999999,0.0900000000000001,0.1866,0.9552,0.739,0.8638,0.761,0.2293,-1,-1,0.4972,0.5542,0.4829,0.1989,0.1742,0.0346,0.0378000000000001,0.1006,0.1038,0.2614,0.1039,0.1733,0.1757,0.2511,0.0687,-0.535,0.0357000000000001,-0.1442,-0.1282,-1,0.9242,0.7482,0.5154,0.5308,0.9276,0.9188,0.6754,-0.2894,-1,-1,-1,-1,0.0359,0.1723,0.3444,0.8218,0.1384,0.5058,0.5293,0.0326,0.135,-0.8188,0.0251999999999999,0.5038,-1,0.9028,0.7902,-0.3576,0.1504,0.7402,-0.274,0.6738,-1,0.96,0.9816,0.3435,0.0351999999999999,0.3254,0.3501,0.0728,0.2906,0.4275,0.0720000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.0498000000000001,0.2908,0.5965,0.2004,0.5797,0.6232,0.0544,0.1046,0.4398,0.1017,-1,-0.0758,-1,-0.549,-0.6188,-1,-1,0.429,0.842,0.6546,0.5709,0.638,0.4897,0.2016,0.6066,0.1039,0.0495000000000001,0.5658,-1,-0.2626,-0.9864,-0.7706,-0.8232,-0.8276,-0.4202,-0.5704,0.852,0.703,0.6166,0.8856,0.3269,-1,-1,0.653,0.704,0.6187,-0.7022,0.2491,0.0552999999999999,0.0504,0.1535,0.1495,0.3648,0.1507,0.2485,0.2403,0.3677,0.0959000000000001,-0.0616,-0.9074,0.1082,-0.1902,-1,0.7128,0.717,0.6886,0.1326,0.7344,0.8716,0.8398,-0.4452,0.1506,-1,-1,-1,0.0536000000000001,0.2471,0.7876,0.7966,0.2075,0.6542,0.6787,-0.9038,-0.7262,-0.8808,-0.2908,0.0600000000000001,-1,0.89,0.8882,-0.6784,-0.5584,0.6378,-0.3594,0.0938000000000001,-1,0.858,0.846,0.4823,0.0563,0.4436,0.4732,0.0986,0.4161,0.5771,0.1019,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
