WP_000062639.1_Staphylococcus_aureus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus aureus
BAG66139.1_Geobacillus_stearothermophilus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus thermophilus
CBE68939.1_Ca_Methylomirabilis_oxyfera_qNor	qNor; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
WP_003691589.1_Neisseria_gonorrhoeae_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria gonorrhoeae
WP_003113237.1_Pseudomonas_aeruginosa_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas aeruginosa
WP_011748763.1_Paracoccus_denitrificans_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus denitrificans
CBE69502.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
CBE69496.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
A0A143PN64_Luteitalea_pratensis	unknown; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Luteitalea; s__Luteitalea pratensis
B3DWW2_Methylacidiphilum_infernorum	unknown; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum; s__Methylacidiphilum infernorum
A0A221UVC1_Arenibacter_algicola	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Arenibacter; s__Arenibacter algicola
WP_009034367.1_Indibacter_alkaliphilus	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; 
CDX01088.1_Desulfitobacterium_hafniense_cNor	cNor; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfitobacterium; s__Desulfitobacterium hafniense
WP_010923475.1_Saccharolobus_solfataricus_qNor	qNor; d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus solfataricus
CBL45628.1_gammaproteobacterium_HdN1_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
CBL43845.1_gammaproteobacterium_HdN1_Nod	Nod; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
20120700_P3D_65_c_000000040030_13	emerge;d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__PALSA-1316;s__PALSA-1316 sp003153275
20120700_P3D_65_c_000000040075_14	emerge;d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__PALSA-1316;s__PALSA-1316 sp003153275
20120700_P3D_7_c_000000019438_5	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__PALSA-1440;s__PALSA-1440 sp003152225
20120700_P3D_78_c_000000026646_4	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__PALSA-1006;s__PALSA-1006 sp003151655
20120700_P3D_88_c_000000067401_41	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__
20120700_P3D_90_c_000000066798_10	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__;s__
20120700_P3D_91_c_000000068260_3	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__PALSA-1440;s__
20120700_P3D_93_c_000000046274_78	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003151435
20120700_S1D_103_c_000000003271_6	emerge;d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__
20120700_S1D_103_c_000000003415_8	emerge;d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__
20120700_S1D_20_c_000000074349_10	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales_A;f__BOG-932;g__BOG-932;s__BOG-932 sp003165335
20120700_S1D_25_c_000000010936_14	emerge;d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__Holophaga sp003165415
20120700_S1D_31_c_000000062784_3	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
20120700_S1D_33_c_000000093749_13	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234;s__
20120700_S1D_48_c_000000071401_23	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Bog-366;s__Bog-366 sp003165315
20120700_S1D_55_c_000000017499_30	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003164035
20120700_S1D_60_c_000000024541_29	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
20120700_S1D_89_c_000000073428_10	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__;s__
20120700_S1D_97_c_000000097062_44	emerge;d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SbD1;s__SbD1 sp003165235
20120700_S1X_15_c_000000002022_19	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-178;s__
20120800_E1D_12_c_000000006862_14	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003142855
20120800_E1D_14_c_000000004662_45	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003142015
20120800_E1D_21_c_000000001584_11	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__PALSA-1440;s__
20120800_E1X_5_c_000000002946_27	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__Dokdonella_A sp003142815
20120800_E1X_7_c_000000000766_2	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__PALSA-1440;s__
20120800_E2D_20_c_000000001430_1	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
20120800_E2D_20_c_000000001520_1	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
20120800_E2X_13_c_000000003883_5	emerge;d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__;s__
20120800_E2X_14_c_000000005531_55	emerge;d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__Fen-1298 sp003142575
20120800_E2X_16_c_000000005245_15	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141415
20120800_E2X_16_c_000000005439_24	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141415
20120800_E3D_4_c_000000000142_11	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141525
20120800_E3S_10_c_000000002207_1	emerge;d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__
20120800_E3S_10_c_000000002285_1	emerge;d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__
20120800_E3S_6_c_000000003804_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-178;s__Fen-178 sp003142355
20120800_E3X_27_c_000000001183_13	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003170825
20120800_E3X_28_c_000000005561_1	emerge;d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
20120800_E3X_28_c_000000005574_6	emerge;d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
20120800_P1D_1_c_000000002988_60	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785
20120800_S3X_7_c_000000000008_21	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__Granulicella_A sp003138795
20130700_C1D_10_c_000000005849_11	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__
20130700_C1D_5_c_000000006212_23	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__
20130700_C1X_10_c_000000003073_6	emerge;d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
20130700_C1X_6_c_000000001103_13	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
20130700_C2X_5_c_000000003523_27	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__
20130700_E1M_4_c_000000000566_2	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003157315
20130700_E1Y_1_c_000000003689_13	emerge;d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
20130700_E1Y_5_c_000000005727_11	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__
20130700_E1Z_4_c_000000002947_59	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__FEN-979 sp003142515
20130700_E2X_2_c_000000000495_1	emerge;d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__;s__
20130700_E2Y_3_c_000000002242_7	emerge;d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__Fen-1301 sp003141435
20130700_E3M_6_c_000000003121_3	emerge;d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1255;s__Fen-1255 sp003162215
20130700_E3Z_11_c_000000003582_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__;s__
20130700_E3Z_5_c_000000003834_8	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
20130700_E3Z_5_c_000000003834_9	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
20130700_P1Y_11_c_000000002343_5	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__
20130700_S3M_3_c_000000005610_12	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20140700_E15_18_c_000000001101_2	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__;s__
20140700_S11_11_c_000000002504_37	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20140700_S11_11_c_000000002513_24	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20140700_S11_7_c_000000001496_3	emerge;d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__Bog-1527;s__Bog-1527 sp003155175
20150700_E15_18_c_000000007951_20	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__
20150700_P24_12_c_000000006368_4	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
20150700_P24_12_c_000000006399_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
20160700_P15_10_c_000000000705_3	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
20160700_P15_17_c_000000002666_1	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
20160700_P15_5_c_000000002121_6	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__Palsa-89 sp003166875
20170700_S25_36_c_000000003842_1	emerge;d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
20170700_S25_38_c_000000008825_1	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__UBA7540;s__
20170700_S25_38_c_000000008921_11	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__UBA7540;s__
20170700_S33_24_c_000000006197_1	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
20170700_S33_5_c_000000007733_7	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__
20170700_S34_41_c_000000005899_10	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__;s__
3300036876_9_Ga0334794_000122_58	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__Bog-950 sp003165895
3300036884_7_Ga0334813_000330_27	emerge;d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__
3300036886_10_Ga0334826_000001_393	emerge;d__Bacteria;p__Planctomycetota;c__FEN-1346;o__FEN-1346;f__FEN-1346;g__FEN-1346;s__
3300037054_4_Ga0395744_000051_41	emerge;d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__PALSA-1176;s__
3300037076_11_Ga0395910_000001_311	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__
3300037141_6_Ga0395915_0004165_8	emerge;d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Ga0077546;s__
3300037156_10_Ga0395916_000087_30	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-965;g__Palsa-965;s__
3300037156_12_Ga0395916_001753_7	emerge;d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Palsa-1295;f__Palsa-1295;g__;s__
3300037241_7_Ga0395687_0000591_20	emerge;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__
3300037549_11_Ga0310740_0004700_9	emerge;d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__
3300038457_7_Ga0436655_001510_4	emerge;d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75_NODE_721_length_52547_cov_8.712851_19	emerge;d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19_k141_2031012_3	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.65_95.86_0.00_NODE_387_length_59835_cov_10.565975_25	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__
Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00_scaffold_163_c1_11	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.123_90.74_0.10_NODE_60872_length_3150_cov_4.285299_4	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__
Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.80_97.70_1.47_NODE_49_length_118113_cov_27.733021_48	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.144_98.93_0.93_NODE_118_length_82607_cov_21.405345_34	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42_NODE_9098_length_9770_cov_7.222234_3	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82_NODE_797_length_19959_cov_6.859777_7	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
Fen.Labelled.R3.T1.F4.trimmomatic.metaspades_bin.25_92.80_3.23_NODE_81_length_35545_cov_7.316371_25	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_5147_length_5633_cov_4.457512_3	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_5147_length_5633_cov_4.457512_4	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.40_85.32_3.49_NODE_2450_length_13689_cov_4.618894_19	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
Fen.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.9_83.06_0.83_NODE_372_length_27344_cov_5.814687_17	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__AWTP1-18;s__
Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.57_85.17_9.86_scaffold_7663_c1_3	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17_NODE_4513_length_4366_cov_4.512410_2	emerge;d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__
Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17_NODE_4513_length_4366_cov_4.512410_3	emerge;d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42_NODE_2586_length_15232_cov_7.281281_9	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.52_86.45_5.80_NODE_1688_length_19761_cov_6.646656_12	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.10_87.51_4.28_NODE_17907_length_5468_cov_2.931277_1	emerge;d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__;s__
Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.10_87.51_4.28_NODE_4086_length_12155_cov_6.690992_9	emerge;d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__;s__
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.319_82.00_3.81_scaffold_115959_c1_5	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
Palsa.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.171_99.39_2.58_k141_1630086_7	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
PKWM01_ENA|PKWM01000007|PKWM01000007.1_30	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp003133245
PKWM01_ENA|PKWM01000021|PKWM01000021.1_86	emerge;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp003133245
PKWT01_ENA|PKWT01000337|PKWT01000337.1_1	emerge;d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__UBA4719 sp003132125
PLCS01_ENA|PLCS01000001|PLCS01000001.1_102	emerge;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003134855
PLLC01_ENA|PLLC01000080|PLLC01000080.1_9	emerge;d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp003141195
PLLH01_ENA|PLLH01000022|PLLH01000022.1_16	emerge;d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__F11;g__FEN-1177;s__FEN-1177 sp003140895
PLNT01_ENA|PLNT01000008|PLNT01000008.1_55	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141895
PLSG01_ENA|PLSG01000553|PLSG01000553.1_2	emerge;d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__BOG-1457;s__BOG-1457 sp003164155
PLSG01_ENA|PLSG01000553|PLSG01000553.1_3	emerge;d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__BOG-1457;s__BOG-1457 sp003164155
PLSJ01_ENA|PLSJ01000302|PLSJ01000302.1_3	emerge;d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__BOG-1155;s__BOG-1155 sp003165115
PLUL01_ENA|PLUL01000049|PLUL01000049.1_3	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__Palsa-948;s__Palsa-948 sp003164895
PLXK01_ENA|PLXK01000055|PLXK01000055.1_15	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-965;g__Palsa-965;s__Palsa-965 sp003151415
PLXO01_ENA|PLXO01000318|PLXO01000318.1_7	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__Palsa-883 sp003151425
PLYJ01_ENA|PLYJ01000109|PLYJ01000109.1_8	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__PALSA-967;s__PALSA-967 sp003151745
PLYN01_ENA|PLYN01000006|PLYN01000006.1_22	emerge;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__2-12-FULL-35-15 sp003151815
PMBS01_ENA|PMBS01000146|PMBS01000146.1_9	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003153015
PMBY01_ENA|PMBY01000326|PMBY01000326.1_7	emerge;d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003153875
