"genome" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20120700_S1D_84" 0 5.2427216 0 0 0 0.23044166 0.9225623 2.195325 20.163095 0.32579258 0.75759935 0 0 0 0 4.155421 15.316646 1.0935653 0.19418642 0 1.9918988 0.7091835 0.12555031 0 0 0.5745766 0.4733644 0 0 6.6289077 1.8702986 0.7388027 0 0 4.3832426 0.993338 0.06287326 0 0.70394444 0.18434215 0 0 1.0413867 0 0 0 0.6624609 0 0 0 0 0.31159592 0.22301115 0 0 0 0.10277888 0 0 0.41471317 0 0 0.37295264 0 0 0 0.9205722 0 0
"20120700_S1D_20" 0 4.677212 1.0602363 1.019609 0 0.12557219 0.14927869 2.6880634 2.7413058 0 0.9209011 0 0 0 0 1.2818836 4.9876075 0.28914723 0 0 3.0558867 0.13720603 0 0 0.075085565 0.41794088 0.7797364 0.07824021 0 1.5337946 1.1132777 0.34346446 0 0 1.2117972 1.589789 0 0 0.9711946 2.130836 0 0 1.5261829 0.8585358 0 0 1.3758588 0 0 0.12343151 0.13407907 0.6442323 0.9499704 0 0 0 0.59170014 0 0 1.1022781 0 0 0.28613615 0.95508933 0 0 0.05609337 0 0
"PLSL01" 0 0.2677797 0.15787874 0.06905614 0 0.07558688 0 0.088716336 1.3518515 0 0 0 0 0 0 0 0.5159818 0.17863007 0 0 0.79511833 0.18778785 0.060875215 0 0 0.07892731 0.43647018 0.07913056 0 0 0 0.12851322 0 0 0 0 0.06228339 0 0.18174687 0.897451 0 0 0 0 0 0 0.14406003 0.11504677 0 0.096121654 0 0 0.14506502 0 0 0 0 0 0.14992434 0 0 0 0 0.2888607 0 0.060270984 0 0 0
"20170700_S33_24" 0 3.3415923 5.409367 0.820311 0.15711552 2.8490124 0 0.36217228 0.4836125 0 9.450436 0 0 0.10896193 0.11113199 0.18382597 0.15666264 0.41780916 0.14406562 0 1.1728904 0.7031121 0.089088924 0 0.1710536 1.527069 3.2990837 6.440406 3.9770808 5.745157 4.3527985 8.38905 0.3545167 0.07449193 5.806657 4.3398333 0.95606345 0.08045572 1.5676612 10.550504 0.61356723 0 15.502121 6.2664647 0.72792625 0.058663696 1.6837779 0.59407544 0 0.64921075 0.5498544 0.55816364 0.55385345 0.682407 0.13720948 0.07413724 10.81193 0.9286857 0.15231818 14.082522 1.0587249 0.25266144 0.8272545 0.39933074 0 0 4.5753055 6.5103793 0.29362252
"20120700_S1D_95" 0.36435398 5.764952 5.158145 0.0661887 0 0.21926631 0.48760983 1.4182298 2.007738 0 0.8038585 0 0.31023884 0 0 2.8700862 4.795506 0 0 0 1.6462309 0.11420435 0 0 0.6292049 0.92194307 2.0709312 0.13471067 0 1.0401276 0.79291725 0.13407889 0 0 1.4955211 1.9689276 0 0.13691008 1.3916438 3.7532947 0 0 1.379103 0.42695984 0 0 2.96327 0 0 0.10649411 0.10387653 1.2052696 0.19417924 0 0 0.6390571 8.097883 0.26748952 0 1.8835714 0 0 1.6415985 0 0 0 1.1615807 0 0
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00" 0 0.6387433 0.8033521 0.14929676 0 0.35713792 0 0 1.4632707 0 0.0994829 0 0 0 0 0 0.80002695 0.94862974 0.07919447 0 0.32793984 0.14358059 0 0 0 0 0.20176628 0.12669162 0 0 0 0.34637782 0 0 0 0 0.19880323 0 0 0.10511643 0.14828777 0 0 0 0 0 0 0.3429157 0 0 0 0 0.31842804 0.09145767 0 0 0 0.16440533 0.6440788 0 0 0 0 1.0830604 0.0747515 0.16511483 0 0 0
"20150700_S23_3" 0.41115293 23.311865 29.794195 18.321486 3.3539262 41.327698 1.5902127 1.6112381 73.05945 3.0909407 24.86778 1.7307165 0.10633247 22.151375 22.188442 0.13330403 4.19091 51.689613 6.6986485 0.7601048 8.2242775 65.35016 20.761429 2.0642436 0.66908723 16.490187 21.07268 10.532348 3.7398136 1.6989558 10.258935 48.712082 3.239226 2.5414054 0.43180165 5.652732 21.09828 0.3650382 9.994829 35.2977 5.138755 7.3259783 1.4003154 19.279953 3.8604658 2.4076998 37.285034 5.2831254 1.2583392 7.113155 5.6771584 0 5.888853 2.3738437 1.1237115 0.31217626 18.486492 4.1368723 3.0424201 14.110266 22.298595 2.5798912 0 5.596289 17.531538 1.6096348 2.087953 36.178795 1.9126184
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.148_73.61_7.22" 0 0.8854778 1.0709409 0.54518116 0.70077515 2.4346774 0.1142844 0.7991787 0.72305024 0.4959301 0.7089835 0.4868859 0 4.4167404 4.3808827 0.09855646 2.6513178 4.224823 0.46875533 0.13546208 1.3075566 0.59094113 0.8350507 0.52574486 0.31331533 1.5664849 0.61976445 2.3262098 0.69862354 1.1857694 0.3805029 0.730197 0.6484939 0.6302341 0.24658549 0.4118412 1.2492318 0 3.651649 5.4309087 1.1358819 0.6756244 0.6107213 0.2656748 0.3741551 0.47262508 0.34832457 0.45645362 0.3833844 0.67130953 0.6211941 0 1.6599259 0.37187323 0.32793897 0 8.444463 0.84823304 1.0761532 0.77511007 0.51568866 0.49141857 0 0.7431526 0.99683535 0.56377375 0.21219116 0.3956687 0.52789223
"20120700_S1D_28" 0 1.9023305 3.1735542 1.4040889 0.17207788 0.5215252 0.07407789 0.2814563 1.5712278 0 1.1351918 0.12781738 0 0.40064332 0.33744076 0 1.0546238 0.15290412 0.2120723 0 0.3433682 0.18216346 0.3247567 0 0 0.5720604 0.5751504 0.46467406 0.37942076 0.15649796 0.44975603 0.33444437 0.11713302 0.11675894 0.06579174 0.9368839 1.3563164 0 0.32622546 0.49179143 0.6485323 0.31062153 0 0.40506637 0.2718849 0.07817639 0.09124112 0.37009573 0.096462466 0.47267804 0.117477104 0 0.28132364 0.16784143 0.11760854 0 0.32975745 0.096148506 0.52055925 0.55924374 0.4140107 0.11927751 0 0.94633234 0.62068915 0.11165422 0.1316212 1.0235686 0.13329968
"20120600_S2M_11" 0 0 0 0 0 0 0.15451801 0.3008381 0.27112153 0 0.68424356 0 0 0 0 0 0 0 0 0 0.72433156 0 0 0 0 0 0 0 0 1.018081 0.2900957 0.07105477 0 0 0 0 0 0 0.2675921 0 0 0 0.8767382 0.5682679 0 0 1.16245 0 0 0 0 0 0 0 0 0 0 0 0 0.06250596 0 0 0 0 0 0 0.4074087 0 0
"PLTN01" 0 3.9219346 2.794639 3.630882 1.4533662 4.3131213 0.09804799 0.5180678 3.6240275 1.0890976 5.6158566 0 0 0.7247816 0.7271843 0.26030406 4.5690637 0.3708077 2.0921721 0 0.35383457 3.799757 0.43640795 0.9320312 0 0.6870802 2.7393034 1.0928938 3.177791 0.16174497 1.5463855 9.921455 2.519313 1.0255805 0.18409769 3.0742345 2.3310888 0 0.18483259 5.455288 2.3213937 0.43246487 0 5.4047055 6.9807563 0.13212377 1.2600079 4.129821 0.3123171 1.0914909 0.56382066 0 3.3773422 3.9979064 2.8248298 0 6.533242 1.8136892 0.66181093 1.3507359 3.0120587 2.2743378 0 0.6738773 2.0527568 1.2230557 0 5.5429635 4.2644024
"20120700_S1D_69" 0.29315946 4.0370536 3.0971026 0.29025435 0 1.3647717 0.20828429 3.842471 2.1073256 0 0.82135826 0 0.26427063 0.060474228 0.060970955 1.3678064 4.0643377 1.427483 0 0 2.1534975 0.62116945 0 0 1.7911808 1.1181656 1.4515817 2.1384008 0.70426327 1.3181465 0.8718158 0.42598048 0 0 0.9199269 2.2051978 0 0.08258238 1.8731807 4.6035533 0.25827497 0 0.6479558 0.4691526 0 0 1.1562654 0 0 0.13187909 0.16054848 2.3065913 1.9867117 0 0.12349561 0.22914301 4.5445266 0.24666719 0 0.8065051 0 0 0.4851025 0.45296565 0 0 1.3564141 0.45064938 0
"20140700_S21_17" 0.43893498 21.15045 7.9906645 0.6177975 0 0.7377007 1.235593 7.8579354 9.221606 0.15158528 2.535569 0 0.10324611 0.28528565 0.27493453 9.041561 15.978973 0.63831383 0.14074647 0 16.60193 2.1919172 0.1986083 0.06447536 0.9649005 5.233949 2.7953053 0.6717071 0.056695145 9.285725 2.1526365 1.1213634 0 0 14.38594 3.0883272 0.18912862 0.3733198 9.471927 36.025894 0.20843716 0 2.7035823 1.4941437 0.13580203 0.08632046 6.163111 0.24162908 0 1.6199493 1.2012519 9.398412 1.692183 0.14187789 0.16316733 0.08421226 2.2290492 0.3133283 0 2.1408346 0 0 1.4203893 0.79270756 0 0.13611057 0.1639778 0.36855873 0
